courseid,classname,units,subject
GSST126,"Gender, Sexuality, and Music in Cross-Cultural Perspectives",4,Gender and Sexuality Studies
GSST127,"Dance, Gender, Sexuality",4,Gender and Sexuality Studies
GSST128,Critical Approaches to Heterosexuality,4,Gender and Sexuality Studies
GSST129,Feminist Critiques of Militarization,4,Gender and Sexuality Studies
GSST130,The Body in Western Art: Antiquity to Present,4,Gender and Sexuality Studies
GSST131,"Sustainability, Gender and Development in the Global South",4,Gender and Sexuality Studies
GSST132,"United States Women, Gender, and Sexuality: 1620-1850",4,Gender and Sexuality Studies
GSST133,"Women, Gender, and Sexuality in United States History: 1850-Present",4,Gender and Sexuality Studies
GSST134,Queer Identities and Movements in the United States,4,Gender and Sexuality Studies
GSST135,"Love, Desire, and Lesbian Sexuality",4,Gender and Sexuality Studies
GSST136,Women and Grassroots Organizing,4,Gender and Sexuality Studies
GSST137,Critical Queer Politics,4,Gender and Sexuality Studies
GSST138,Gender and the Sex Trade,4,Gender and Sexuality Studies
GSST139,Coming Out and Sexual Identity,4,Gender and Sexuality Studies
GSST140,"Reproduction: Policies, Politics, and Practices",4,Gender and Sexuality Studies
GSST141,Ethics and Families,4,Gender and Sexuality Studies
GSST142,(E-Z) Women’s Writing in Modern Asia and Asian America,4,Gender and Sexuality Studies
GSST143,The Sociology of Women,4,Gender and Sexuality Studies
GSST145,"Intersectionality, Ecology, and Community Design",4,Gender and Sexuality Studies
GSST146,History of Native American Women,4,Gender and Sexuality Studies
GSST147,Feminist Animal Studies,4,Gender and Sexuality Studies
GSST148,"Intersectionality, Ecology, and Design Science",4,Gender and Sexuality Studies
GSST149,"Gender, Kinship, and Social Change",4,Gender and Sexuality Studies
GSST150,Gender and the State,4,Gender and Sexuality Studies
GSST151,"Islam, Women, and the State",4,Gender and Sexuality Studies
GSST152,Theory of Gender Inequality,4,Gender and Sexuality Studies
GSST154,"Feminist Oral History: Theory, Methods, Praxis",4,Gender and Sexuality Studies
GSST155,Women’s Labor and the Economy,4,Gender and Sexuality Studies
GSST156,Women and Citizenship,4,Gender and Sexuality Studies
GSST157,"Trans Studies: Identity, Embodiment, and Politics",4,Gender and Sexuality Studies
GSST158,Gender and Sexuality in U.S. Religious History,4,Gender and Sexuality Studies
GSST159,Queer Religiosities,4,Gender and Sexuality Studies
GSST160,"Religion, Gender, and Sexuality",4,Gender and Sexuality Studies
GSST161,Gender and Science,4,Gender and Sexuality Studies
GSST161S,Gender and Science,5,Gender and Sexuality Studies
GSST162,Women’s Issues in Modern Muslim Thought,4,Gender and Sexuality Studies
GSST163,The Women of Early Christianity,4,Gender and Sexuality Studies
GSST164,Reproductive Justice,4,Gender and Sexuality Studies
GSST165,(E-Z) Themes in Vietnamese Literature,4,Gender and Sexuality Studies
GSST166,Chicana/O Cultural Studies and Gender Politics,4,Gender and Sexuality Studies
GSST167,Women and Gender in Postcolonial Africa,4,Gender and Sexuality Studies
GSST168,Gender and Power in Muslim Societies,4,Gender and Sexuality Studies
GSST169,Gendering Revolution: Gender and Sexuality in “The Arab Spring,4,Gender and Sexuality Studies
GSST170,"Women Artists in Renaissance Europe, 1400-1600",4,Gender and Sexuality Studies
GSST171,Environmental Health and Social Justice,4,Gender and Sexuality Studies
GSST172,Contemporary Italian Women Writers in Translation,4,Gender and Sexuality Studies
GSST173,Gender and Climate Change,4,Gender and Sexuality Studies
GSST175,"Gender, Ethnicity, and Borders",4,Gender and Sexuality Studies
GSST176,"Gender, Human Rights, and Transnationalism",4,Gender and Sexuality Studies
GSST178,Gender and Archaeology,4,Gender and Sexuality Studies
GSST179,"Gender, Media, and Latin America",5,Gender and Sexuality Studies
GSST180,Materialist Feminism,4,Gender and Sexuality Studies
GSST181,Feminisms and Environmentalisms,4,Gender and Sexuality Studies
GSST182,Applied Feminist Studies,4,Gender and Sexuality Studies
GSST183,Feminist Politics of Food,4,Gender and Sexuality Studies
GSST185,"Gender, Race, and Medicine",4,Gender and Sexuality Studies
GSST186,"Gender, Power, and Shifting Identities",4,Gender and Sexuality Studies
GSST187,"Women, Gender, and Technology",4,Gender and Sexuality Studies
GSST188,Gender and Performance,4,Gender and Sexuality Studies
GSST189,"Gender, Technology, and the Body",4,Gender and Sexuality Studies
GSST190,Special Studies 1 to,4,Gender and Sexuality Studies
GSST191A,Seminar in Gender and Sexuality Studies: Feminist Epistemologies,4,Gender and Sexuality Studies
GSST191B,Seminar in Gender and Sexuality Studies: Feminist Research Methods,4,Gender and Sexuality Studies
GSST191C,Seminar in Gender and Sexuality Studies: Research Practicum in Gender and Sustainability,4,Gender and Sexuality Studies
GSST195,Senior Thesis,4,Gender and Sexuality Studies
GSST198G,Grp Intrnshp: Gndr & Sxlty 1 to,12,Gender and Sexuality Studies
GSST198I,Individual Internship in Gender & Sexuality Studies 1 to,12,Gender and Sexuality Studies
GSST290,Directed Studies 1 to,6,Gender and Sexuality Studies
GSST292,Concurrent Analytical Studies in Gender and Sexuality Studies 1 to,4,Gender and Sexuality Studies
HASS001,Step-By-Step to College Success For First Year Students,2,"Humanities, Arts, and Social Sciences"
HASS010,Arts and Ideas Experience,2,"Humanities, Arts, and Social Sciences"
HASS082,Major Themes in Contemporary Research and Thinking,5,"Humanities, Arts, and Social Sciences"
HASS090,Special Studies 1 to,3,"Humanities, Arts, and Social Sciences"
HASS092,"First-Year Seminar in the Humanities, Arts, and Social Sciences",1,"Humanities, Arts, and Social Sciences"
HASS096,Environment and Society,4,"Humanities, Arts, and Social Sciences"
HASS100,Studies in Leadership and Organizational Effectiveness,5,"Humanities, Arts, and Social Sciences"
HASS102,The Mcsweeny-Mccauley Seminar,4,"Humanities, Arts, and Social Sciences"
HASS189A,Becoming An Scholar,4,"Humanities, Arts, and Social Sciences"
HASS189B,Conducting Academic Research,4,"Humanities, Arts, and Social Sciences"
HASS189C,Writing as An Academic,4,"Humanities, Arts, and Social Sciences"
HASS190,Special Studies 1 to,5,"Humanities, Arts, and Social Sciences"
HASS191S,Seminar in Sacramento,4,"Humanities, Arts, and Social Sciences"
HASS195,Senior Thesis 1 to,8,"Humanities, Arts, and Social Sciences"
HASS196,Senior Research Paper 1 to,4,"Humanities, Arts, and Social Sciences"
HASS198I,Internship 1 to,12,"Humanities, Arts, and Social Sciences"
HISA110B,Revolutionary America,4,History of the Americas
HISA110C,"The Early Republic: the United States, 1789-1848",4,History of the Americas
HISA113,Slavery and the Old South,4,History of the Americas
HISA114,The American Civil War,4,History of the Americas
HISA114S,The American Civil War,5,History of the Americas
HISA115,Reconstruction,4,History of the Americas
HISA116,"The United States, 1877-1914",4,History of the Americas
HISA117A,"United States, 1914 to 1945",4,History of the Americas
HISA117B,"United States, 1945 to the Present",4,History of the Americas
HISA119,Modern United States Consumer Culture,4,History of the Americas
HISA120A,The Supreme Court and the Constitution,4,History of the Americas
HISA120B,The Supreme Court and the Constitution,4,History of the Americas
HISA122A,Religious Cultures in Early America,4,History of the Americas
HISA122B,Religious Cultures in Modern America,4,History of the Americas
HISA123,American Economic History,4,History of the Americas
HISA124,Labor and Working Class History of the United States,4,History of the Americas
HISA125,(E-Z) Topics in American Society and Culture,4,History of the Americas
HISA126,Family Histories and American Culture,4,History of the Americas
HISA127,The United States and the World,4,History of the Americas
HISA128,"American Nature Writing, Thoreau - Present",4,History of the Americas
HISA132,"United States Women, Gender, and Sexuality: 1620-1850",4,History of the Americas
HISA133,"Women, Gender, and Sexuality in United States History: 1850-Present",4,History of the Americas
HISA134,Black Feminist Theory and Activism,4,History of the Americas
HISA135,"The Civil Rights Movement, 1950-1970",4,History of the Americas
HISA136,Historical Perspectives On Mass Incarceration,4,History of the Americas
HISA137,Borderlands History of the United States,4,History of the Americas
HISA138,California,4,History of the Americas
HISA139,American Musical Subcultures: A Genealogy of Rock,4,History of the Americas
HISA140,California Indian History,4,History of the Americas
HISA141,Southwestern Indian History,4,History of the Americas
HISA142,Northwestern Indian History,4,History of the Americas
HISA143,Native American Oral Literature,4,History of the Americas
HISA144,(E-Z) Topics in Native American History,4,History of the Americas
HISA145,(E-Z) Topics in African American History,4,History of the Americas
HISA146,History of Native American Women,4,History of the Americas
HISA147,Medicine Ways of Native Americans,4,History of the Americas
HISA150,United States Urban History,4,History of the Americas
HISA160,Colonial Latin America,4,History of the Americas
HISA161,Nineteenth-Century Latin America,4,History of the Americas
HISA162,Twentieth-Century Latin America,4,History of the Americas
HISA163A,Colonial Mexico,4,History of the Americas
HISA163B,Modern Mexico,4,History of the Americas
HISA164A,The United States and Latin America to 1930,4,History of the Americas
HISA164B,The United States and Latin America Since 1930,4,History of the Americas
HISA165,Modern Brazil: State and Society,4,History of the Americas
HISA166,Modern Argentina: Democracy and Dictatorship,4,History of the Americas
HISA167,Environmental History of the Americas,4,History of the Americas
HISA168,History of the Church in Latin America,4,History of the Americas
HISE111,Ancient Greece From the Bronze Age to the Persian Wars,4,History of Europe
HISE112,Ancient Greece From Classical Athens to the Death of Alexander,4,History of Europe
HISE113,Comparative Ancient Historical Writing,4,History of Europe
HISE114,Ancient Writing and Literacy,4,History of Europe
HISE115,The Roman Republic,4,History of Europe
HISE116,The Roman Empire,4,History of Europe
HISE117,Decline and Fall of the Roman Empire,4,History of Europe
HISE118,"Ancient Greece: the Hellenistic Age From Alexander to Cleopatra, 336-31 B.C.",4,History of Europe
HISE119,(E-Z) Topics in Ancient History: War in the Ancient Greek World,4,History of Europe
HISE119E,War in the Ancient Greek World,4,History of Europe
HISE119F,War in the Ancient Roman World,4,History of Europe
HISE120,Early Middle Ages,4,History of Europe
HISE121,The High Middle Ages,4,History of Europe
HISE123,Law and Society in Medieval Europe,4,History of Europe
HISE131,The Renaissance,4,History of Europe
HISE132,The Reformation,4,History of Europe
HISE133,"Women Artists in Renaissance Europe, 1400-1600",4,History of Europe
HISE135,Absolutism and Enlightenment,4,History of Europe
HISE140,Nineteenth-Century Europe,4,History of Europe
HISE141,"Europe, 1914-1945",4,History of Europe
HISE142,Europe Since 1945,4,History of Europe
HISE145,World War I,4,History of Europe
HISE145S,World War I,5,History of Europe
HISE146,The Second World War,4,History of Europe
HISE146S,The Second World War,5,History of Europe
HISE147,The Holocaust,4,History of Europe
HISE148A,"Women and Gender in Early Modern Europe, 1348-1800",4,History of Europe
HISE148B,"Women and Gender in Europe, 1800-Present",4,History of Europe
HISE149,The Body in Western Art: Antiquity to Present,4,History of Europe
HISE150,Ancient and Medieval England,4,History of Europe
HISE151,England: 1485-1760,4,History of Europe
HISE152,Modern Britain,4,History of Europe
HISE153,History of the Common Law,4,History of Europe
HISE154,The History of London,4,History of Europe
HISE155,Tudor England,4,History of Europe
HISE156,"Stuart Britain: A Century of Revolution, 1603-1714",4,History of Europe
HISE157,"Eighteenth-Century Britain, 1714-1815",4,History of Europe
HISE160,India and the British Empire,4,History of Europe
HISE162,Germany From Bismarck to Hitler,4,History of Europe
HISE163,Modern German History Through Film,4,History of Europe
HISE168,(E-Z) Topics in European History,4,History of Europe
HISE171,Early Russia,4,History of Europe
HISE172,Imperial Russia,4,History of Europe
HISE173,Religion and Nationality in Imperial Russia,4,History of Europe
HISE174,Russia Since 1917,4,History of Europe
HISE175,(E-Z) Topics in Russian History,4,History of Europe
HISE176,"Serbia, Bosnia, and Kosovo: the Contemporary Crisis and its Historical Roots",4,History of Europe
HIST001,The Historian as Detective,4,History
HIST004,Introduction to Chicano History,4,History
HIST010,World History: Prehistory to 1500,4,History
HIST010H,Honors World History: Prehistory to 1500,4,History
HIST010W,World History: Prehistory to 1500,4,History
HIST015,World History: 1500 to 1900,4,History
HIST015H,Honors World History: 1500 to 1900,4,History
HIST017A,Introduction to United States History,4,History
HIST017B,Introduction to United States History,4,History
HIST020,World History: the Long Twentieth-Century,4,History
HIST020H,Honors World History: the Long Twentieth-Century,4,History
HIST020W,World History: the Long Twentieth-Century,4,History
HIST025,The Ancient Mediterranean,4,History
HIST027,Rome: the Ancient City,4,History
HIST030,Themes and Personalities in History,4,History
HIST033,Witchcraft in Colonial America,4,History
HIST034,Introduction to Native American Culture and Religion,4,History
HIST035,"History of North American Indians, 1491-1799",4,History
HIST036,"History of North American Indians, 1800-1899",4,History
HIST037,"History of North American Indians, 1900-Present",4,History
HIST039,Introduction to Asian American History,4,History
HIST040,Literary Response to Disaster and Repression,5,History
HIST041,"The History of Media, Old and New",4,History
HIST042,"Medical Racism, Eugenics and the Tuskegee Study of Untreated Syphilis",4,History
HIST044,"Gods, Ghosts, and Grandparents",4,History
HIST045,(E-Z) Topics in Asian History,4,History
HIST046,Introduction to Southeast Asian History,4,History
HIST047,Dragons and Dynasties: Themes in Imperial Chinese History,4,History
HIST048,From Yam Sauce to Golden Arches: Chinese Food History,4,History
HIST051,"Europe From Plague to Revolution, 1400-1750",4,History
HIST052,Europe From the Enlightenment to 1968,4,History
HIST060,"Years of Protest: America, 1960-1975",4,History
HIST075,Introduction to Latin America,4,History
HIST088,Digital Storytelling: Mapping City Life,4,History
HIST089,Maps: A History of Cartography,4,History
HIST099W,The Historian’s Workshop,4,History
HIST103,History of Science From Antiquity to Copernicus,4,History
HIST104,"Scientific Revolution, 1500-1700",4,History
HIST105,"History of Science, 1700-1900",4,History
HIST106,Science in the 20th Century,4,History
HIST107,Disease and Society,4,History
HIST108,Technology in the Premodern World,4,History
HIST109,"Technology in Modern Europe and America, 1700-Present",4,History
HIST110,History of Ancient Astronomy,4,History
HIST111,Public History and Community Voices,4,History
HIST121,"Middle Eastern History, 1200 to 1800",4,History
HIST122,Modern Middle East History (1800-1935),4,History
HIST124,Women in Middle Eastern and Islamic History,4,History
HIST125,Islam and Revolution in Iran,4,History
HIST126,Istanbul in History and Fiction,4,History
HIST127,Israel: the Jewish State,4,History
HIST128,Iran Through Literature and Cinema,4,History
HIST130A,History of Christianity: Origins to the Reformation,4,History
HIST130B,History of Christianity: Modern Era,4,History
HIST137,(E-Z) Themes and Topics in African History,4,History
HIST138,African Cities in Modern History,4,History
